Date,WaterUsage,ProductionLevel,Employees,Temperature,DayOfWeek,Month,Date_ordinal
2023-11-29,130.72668244427115,49.16960801840742,44,24.027430611080003,2,11,738853
2023-11-30,128.38395295480083,47.7171736583032,58,19.85992233715716,3,11,738854
2023-12-01,126.0902541660727,50.77879383401544,85,20.707475296042983,4,12,738855
2023-12-02,119.0957874622667,48.96740712921377,26,16.83375551649186,5,12,738856
2023-12-03,127.55977919051732,47.63352478505715,28,18.663637384131317,6,12,738857
2023-12-04,147.1933505655693,51.21962766617402,75,18.97686399699253,0,12,738858
2023-12-05,132.13041340537262,51.79502008189963,74,20.93015442549981,1,12,738859
2023-12-06,119.06490600940214,52.45440468356552,25,21.25483489451462,2,12,738860
2023-12-07,136.72275099747486,54.587293760527416,66,18.80559308647868,3,12,738861
2023-12-08,122.15250290409978,54.25771482881548,34,18.61878508379886,4,12,738862
2023-12-09,126.16421417122451,54.58602145355753,20,20.802126805137167,5,12,738863
2023-12-10,113.78334009372668,46.04151076819293,31,21.21031219010987,6,12,738864
2023-12-11,139.6373337818206,45.47306516726849,23,18.170419968328257,0,12,738865
2023-12-12,135.37699728272932,54.19778951537207,29,17.939614685271188,1,12,738866
2023-12-13,124.83714137927018,46.50436970733887,75,18.855757493964663,2,12,738867
2023-12-14,132.82044589859248,47.47391462895594,75,22.48517825546385,3,12,738868
2023-12-15,125.47203738387611,50.34155922208245,19,19.889842456094183,4,12,738869
2023-12-16,129.2183440226174,51.00809962139548,62,20.33635480462461,5,12,738870
2023-12-17,120.978973243317,48.00161936300742,70,20.781639464854926,6,12,738871
2023-12-18,141.74556567106703,47.48620470879101,87,16.298259999734235,0,12,738872
2023-12-19,116.62013708583146,50.50785367065644,67,17.21394116550176,1,12,738873
2023-12-20,129.21884213991882,48.54740471543581,83,17.647222783440345,2,12,738874
2023-12-21,121.0834662280234,49.60308779044546,39,20.500995166777034,3,12,738875
2023-12-22,127.68092639243044,51.7744363468854,46,19.25594078063092,4,12,738876
2023-12-23,113.13669240237851,48.27309904185156,14,21.747018627056395,5,12,738877
2023-12-24,128.6106040479188,49.52091820597978,96,13.067299676344971,6,12,738878
2023-12-25,153.5279239943516,51.74417125498167,88,19.149253401546773,0,12,738879
2023-12-26,126.32358346419166,48.43459935207688,52,20.35899003980581,1,12,738880
2023-12-27,128.22298442554833,48.196359976017,40,21.81050723569303,2,12,738881
2023-12-28,119.97363819869352,54.15948149911866,17,19.461625878188244,3,12,738882
2023-12-29,117.01362241807362,46.51371961953086,47,18.743734976332007,4,12,738883
2023-12-30,125.96829712069268,49.21884608019256,56,18.541248712866345,5,12,738884
2023-12-31,134.34343053907165,51.941817832887374,94,19.505655543672155,6,12,738885
